SessionType,Schedule,AnimalID,CellID,numEvents,numAnalyzedEvents,zScorePre,zScorePost,DPrimeSig,DPrimeCategory,zScoreOverall_ 1,zScoreOverall_ 2,zScoreOverall_ 3,zScoreOverall_ 4,zScoreOverall_ 5,zScoreOverall_ 6,zScoreOverall_ 7,zScoreOverall_ 8,zScoreOverall_ 9,zScoreOverall_10,zScoreOverall_11,zScoreOverall_12,zScoreOverall_13,zScoreOverall_14,zScoreOverall_15,zScoreOverall_16,zScoreOverall_17,zScoreOverall_18,zScoreOverall_19,zScoreOverall_20,zScoreOverall_21,zScoreOverall_22,zScoreOverall_23,zScoreOverall_24,zScoreOverall_25,zScoreOverall_26,zScoreOverall_27,zScoreOverall_28,zScoreOverall_29,zScoreOverall_30,zScoreOverall_31,zScoreOverall_32,zScoreOverall_33,zScoreOverall_34,zScoreOverall_35,zScoreOverall_36,zScoreOverall_37,zScoreOverall_38,zScoreOverall_39,zScoreOverall_40,zScoreOverall_41,zScoreOverall_42,zScoreOverall_43,zScoreOverall_44,zScoreOverall_45,zScoreOverall_46,zScoreOverall_47,zScoreOverall_48,zScoreOverall_49,zScoreOverall_50,zScoreOverall_51,zScoreOverall_52,zScoreOverall_53,zScoreOverall_54,zScoreOverall_55,zScoreOverall_56,zScoreOverall_57,zScoreOverall_58,zScoreOverall_59,zScoreOverall_60,zScoreOverall_61
ContDeg,LL,M16,1,8,8,-0.213895396837072,0.972251803804873,1,increase,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,1.12432195773333,1.12432195773333,1.12432195773333,1.12432195773333,2.79709365094633,1.12432195773333,1.12432195773333,1.12432195773333,1.12432195773333,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,1.12432195773333,1.12432195773333,2.79709365094633,2.79709365094633,2.79709365094633,1.12432195773333,1.12432195773333,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672,-0.548449735479672
ContDeg,LL,M16,2,8,8,0.0231113903572654,-0.105051774351205,0,nochange,1.79522579134276,0.633945056752003,0.750073130211079,0.401688909833852,-0.295079530920602,0.401688909833852,0.401688909833852,-0.295079530920602,0.401688909833852,1.09845735058831,0.750073130211079,0.750073130211079,1.09845735058831,0.0533046894566251,-0.295079530920602,-0.643463751297829,-0.643463751297829,-0.991847971675056,-0.643463751297829,0.750073130211079,1.44684157096553,2.14361001171999,2.49199423209721,3.18876267285167,1.44684157096553,0.750073130211079,0.401688909833852,0.401688909833852,-0.643463751297829,-0.295079530920602,-0.295079530920602,-0.643463751297829,-0.295079530920602,-0.295079530920602,-0.295079530920602,0.0533046894566251,-0.295079530920602,-0.643463751297829,0.0533046894566251,0.0533046894566251,0.750073130211079,0.750073130211079,0.750073130211079,0.0533046894566251,0.0533046894566251,-0.643463751297829,-0.643463751297829,-0.991847971675056,-0.991847971675056,-1.34023219205228,-1.34023219205228,-0.991847971675056,-0.991847971675056,-0.643463751297829,-0.643463751297829,-0.643463751297829,-0.991847971675056,-0.991847971675056,-1.34023219205228,-1.68861641242951,-1.68861641242951
ContDeg,LL,M16,3,8,8,-0.00822072999464755,0.0373669545211249,0,nochange,-2.19980645227141,-1.03900892987906,-0.45861016868288,-0.342530416443645,0.00570884027406068,0.818267105948708,0.934346858187943,0.818267105948708,1.51474561938412,1.16650636266641,0.121788592513296,-0.574689920922116,-0.22645066420441,-0.45861016868288,-0.574689920922115,0.00570884027406094,0.470027849231001,0.00570884027406068,-0.342530416443645,-0.22645066420441,-0.922929177639821,-1.03900892987906,-0.922929177639821,-0.110370911965174,-0.342530416443645,0.00570884027406068,-0.110370911965174,0.00570884027406094,-0.922929177639822,-0.690769673161351,-0.690769673161351,-0.342530416443645,0.470027849231001,0.470027849231002,0.818267105948707,1.39866586714488,1.63082537162335,0.702187353709472,0.934346858187943,0.586107601470237,0.702187353709472,0.00570884027406068,0.00570884027406068,-0.22645066420441,-0.110370911965175,-1.15508868211829,-1.38724818659676,-1.38724818659676,-0.45861016868288,-0.922929177639821,-0.690769673161351,-0.22645066420441,0.237868344752531,-0.806849425400586,-0.806849425400586,0.121788592513296,0.00570884027406094,-0.342530416443645,1.05042661042718,1.28258611490565,4.76497868208271
ContDeg,LL,M16,4,8,8,0.168760345440506,-0.767092479275025,1,decrease,-2.75888288351227,-0.377394356706868,-0.377394356706868,1.52779646473746,0.575201054015295,1.52779646473746,2.48039187545962,2.00409417009854,1.52779646473746,2.00409417009854,0.575201054015295,0.575201054015295,1.52779646473746,0.0989033486542141,0.0989033486542141,0.0989033486542141,0.575201054015295,-0.853692062067949,-0.853692062067949,-0.853692062067949,0.0989033486542136,-0.377394356706868,0.0989033486542141,0.575201054015295,1.05149875937638,0.0989033486542141,-0.853692062067949,-1.32998976742903,-0.853692062067949,-1.32998976742903,-0.853692062067949,-0.853692062067949,-0.853692062067949,-0.377394356706868,-0.377394356706868,-0.853692062067949,-0.853692062067949,0.0989033486542136,-0.853692062067949,-0.853692062067949,-0.377394356706868,-0.377394356706868,-0.853692062067949,-0.853692062067949,0.0989033486542136,0.0989033486542136,0.575201054015295,1.52779646473746,1.05149875937638,0.0989033486542136,0.0989033486542136,0.0989033486542141,-0.853692062067949,-0.377394356706868,-0.853692062067949,0.575201054015295,0.0989033486542141,-0.377394356706868,0.0989033486542141,-1.171223865642,2.00409417009854
ContDeg,LL,M16,5,8,8,0.0815633062537553,-0.370742301153431,0,nochange,-0.691008383416904,0.854134995924413,0.606912055229804,0.792329260750762,0.236077644187887,-0.691008383416904,-0.876425588937862,-1.24725999997978,-0.876425588937862,0.236077644187887,0.0506604386669285,-0.13475676685403,0.0506604386669285,-0.691008383416904,-1.24725999997978,-0.876425588937862,-0.691008383416904,-0.320173972374987,-0.320173972374987,-0.320173972374987,-0.134756766854029,0.236077644187887,-0.134756766854029,-0.320173972374987,-0.320173972374987,-0.505591177895945,0.606912055229803,0.236077644187888,1.16316367179268,1.16316367179268,0.606912055229803,-0.876425588937862,-1.06184279445882,-1.61809441102169,-1.98892882206361,-1.80351161654265,-1.24725999997978,-0.505591177895946,-0.876425588937862,-0.320173972374987,0.792329260750762,1.16316367179268,0.977746466271719,2.27566690491843,2.46108411043939,1.90483249387651,0.97774646627172,0.97774646627172,0.606912055229803,0.421494849708845,-0.134756766854029,0.421494849708845,0.421494849708845,0.792329260750761,0.421494849708846,0.97774646627172,1.34858087731364,0.792329260750762,-0.505591177895946,-0.691008383416904,-2.54518043862649
ContDeg,LL,M16,6,8,8,-0.203781341701459,0.926278825915728,1,increase,-0.120894010324948,-1.33982535409716,-0.852252816588277,-1.21793221971994,-0.30373371189078,-0.669413115022446,-0.303733711890781,-0.486573413456612,-0.120894010324948,-0.486573413456613,-0.486573413456612,-0.669413115022444,-1.21793221971994,-1.40077192128577,-1.40077192128577,-1.76645132441744,-1.58361162285161,-1.03509251815411,-0.669413115022446,0.610464795938382,1.70750300533338,1.52466330376754,2.25602211003087,1.89034270689921,0.793304497504213,0.427625094372548,0.793304497504213,0.793304497504213,1.15898390063588,2.07318240846504,2.25602211003087,1.34182360220171,1.15898390063588,0.793304497504213,0.0619456912408834,-0.669413115022446,0.976144199070045,0.244785392806717,0.244785392806718,0.427625094372548,0.976144199070045,-0.669413115022445,-0.852252816588278,-0.486573413456613,-0.303733711890781,-1.03509251815411,-0.120894010324948,0.061945691240885,-0.30373371189078,-1.03509251815411,-0.120894010324948,-0.852252816588277,-0.486573413456612,0.61046479593838,0.610464795938382,0.42762509437255,0.793304497504213,0.0619456912408834,-0.852252816588278,-1.03509251815411,-0.120894010324948
ContDeg,LL,M16,7,8,8,0.0391584587329456,-0.177992994240662,0,nochange,-2.38056950034487,-0.0509212727346497,0.415008372787395,1.81279730935353,0.415008372787395,1.34686766383148,2.27872695487557,1.34686766383148,1.34686766383148,1.81279730935353,0.880938018309439,-0.0509212727346497,1.81279730935353,0.415008372787395,0.880938018309439,0.880938018309439,1.34686766383148,-0.516850918256694,-0.516850918256694,-0.982780563778738,-0.516850918256694,-0.982780563778738,-0.982780563778738,-0.982780563778738,-0.982780563778738,-1.44871020930078,-1.44871020930078,-1.91463985482283,-1.44871020930078,-0.0509212727346497,0.880938018309439,0.880938018309439,1.34686766383148,1.34686766383148,0.415008372787395,-0.516850918256694,-0.516850918256694,-0.516850918256694,-0.0509212727346497,-0.516850918256694,-0.0509212727346497,-0.0509212727346497,-0.0509212727346497,-0.516850918256694,-0.516850918256694,-0.516850918256694,-0.0509212727346497,0.415008372787395,0.880938018309439,0.415008372787395,0.415008372787395,-0.0509212727346497,-0.0509212727346497,-0.516850918256694,-0.516850918256694,-0.0509212727346497,-0.0509212727346497,-0.982780563778738,-0.982780563778738,-1.60402009114146,-0.0509212727346497
ContDeg,LL,M21,1,10,10,0.0845172416216659,-0.38416928009848,0,nochange,2.6409486929968,0.191589240543208,0.226580089863973,-0.193310101985213,0.0166349939393807,0.64647028171316,0.436525185788567,-0.193310101985213,-0.0883375540229156,0.121607541901678,-0.508227745872103,0.331552637826271,0.751442829675458,1.06636047356235,0.856415377637756,1.80116830929843,1.80116830929843,1.27630556948694,1.48625066541154,1.69619576133613,1.48625066541154,1.38127811744924,1.48625066541154,0.646470281713161,0.226580089863974,-0.823145389758994,-0.928117937721291,-1.24303558160818,-0.823145389758994,-0.718172841796697,-0.6132002938344,-0.193310101985213,0.331552637826272,0.0166349939393807,-0.0883375540229156,0.856415377637755,0.751442829675457,0.436525185788568,0.646470281713161,1.06636047356235,0.121607541901677,-0.718172841796696,-0.928117937721291,-1.45298067753278,-1.24303558160818,-0.928117937721291,-0.403255197909807,-0.298282649947509,-0.298282649947509,-0.6132002938344,-0.928117937721291,-1.13806303364588,-1.13806303364588,-1.24303558160818,-1.66292577345737,-1.66292577345737,-1.03309048568359,-0.718172841796696,-0.6132002938344,0.191589240543208,-1.55795322549507
ContDeg,LL,M21,2,10,10,-0.284297366639805,1.29226075745365,1,increase,0.939711072121783,-0.272178471206523,0.0913883917919697,0.091388391791969,0.212577346124799,0.818522117788953,0.939711072121783,1.06090002645461,0.818522117788952,0.939711072121783,0.2125773461248,0.091388391791969,-0.0298005625408609,0.0913883917919697,-0.0298005625408603,0.212577346124799,-0.393367425539353,-0.514556379872183,-0.878123242870674,-0.878123242870674,-0.756934288537844,-0.272178471206521,0.212577346124801,0.939711072121783,1.18208898078744,1.30327793512027,1.42446688945311,1.66684479811877,1.66684479811877,2.03041166111726,2.27278956978292,1.54565584378594,1.30327793512027,0.697333163456121,0.454955254790462,-0.150989516873691,0.818522117788952,0.333766300457631,-0.0298005625408616,-0.393367425539352,-0.514556379872183,-1.60525696886766,-1.362879060202,-0.878123242870675,-1.12050115153634,-1.362879060202,-0.878123242870675,-0.514556379872183,-0.635745334205013,-0.393367425539353,0.091388391791969,0.33376630045763,-0.635745334205013,-0.635745334205013,-0.999312197203505,-1.48406801453483,-1.48406801453483,-1.24169010586917,-1.48406801453483,-0.878123242870675,-2.09001278619898
ContDeg,LL,M21,3,10,10,-0.152941370367879,0.695188047126717,1,increase,1.69881231838097,0.962821186127851,-0.214764625477142,-0.803557531279638,-0.803557531279638,-1.68674688998338,-1.39235043708213,-0.803557531279638,-0.361962851927765,-0.0675663990265178,1.55161409193035,1.40441586547972,1.40441586547972,0.962821186127852,0.521226506775979,-0.950755757730262,-0.950755757730262,-1.09795398418089,-1.09795398418089,-0.803557531279638,-0.50916107837839,-0.361962851927766,-0.656359304829014,-0.50916107837839,-0.214764625477142,-0.50916107837839,-0.50916107837839,-0.214764625477142,0.374028280325355,0.226830053874731,2.28760522418347,2.43480345063409,2.14040699773284,1.55161409193035,0.962821186127852,-1.09795398418089,-1.68674688998338,-1.39235043708213,-1.39235043708213,-1.24515221063151,-0.656359304829014,0.226830053874731,0.521226506775979,0.668424733226603,0.962821186127852,0.668424733226603,0.521226506775979,0.374028280325355,0.374028280325354,0.815622959677227,0.521226506775979,0.374028280325355,-0.361962851927766,-0.803557531279638,-0.950755757730262,-0.214764625477142,-0.214764625477142,-0.0675663990265173,0.374028280325355,-0.50916107837839,0.226830053874731
ContDeg,LL,M21,4,10,10,0.0206378037179662,-0.0938081987180276,0,nochange,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,0.335364310416948,0.335364310416948,0.335364310416948,0.335364310416948,0.335364310416948,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,1.1221805771644,2.69581311065931,3.48262937740677,3.48262937740677,3.48262937740677,1.90899684391186,1.1221805771644,0.335364310416948,0.335364310416948,0.335364310416948,0.335364310416948,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507,-0.451451956330507
ContDeg,LL,M21,5,10,10,-0.31677101543514,1.43986825197791,1,increase,-0.382187892281107,-0.556168947722506,-0.799742425340465,-0.904131058605304,-0.590965158810786,-0.277799259016267,0.34853254057277,0.45292117383761,1.39241887322117,1.39241887322117,1.18364160669149,0.766087073632128,0.661698440367289,0.139755274043091,0.0353666407782516,-0.277799259016267,-0.382187892281106,-0.0690219924865877,-0.173410625751427,-0.173410625751427,-0.173410625751428,-0.173410625751428,-0.277799259016267,-0.486576525545946,-0.173410625751428,0.870475706896968,1.49680750648601,1.91436203954536,2.74947110566408,2.85385973892892,2.64508247239924,2.12313930607504,1.60119613975085,0.557309807102449,-0.069021992486588,-0.904131058605304,-0.799742425340465,-0.799742425340465,-0.695353792075625,-0.590965158810786,-0.695353792075625,-1.11290832513498,-1.21729695839982,-1.11290832513498,-0.695353792075625,-0.486576525545946,-0.486576525545946,-0.277799259016267,-0.486576525545946,-0.695353792075625,-0.590965158810786,-0.590965158810786,-0.799742425340465,0.0353666407782516,-0.277799259016267,-0.590965158810786,-0.486576525545946,-0.486576525545946,-1.11290832513498,-0.904131058605304,-0.382187892281107
ContDeg,LL,M21,6,10,10,0.0982856816069543,-0.446753098213431,1,decrease,-0.779093817616104,-0.779093817616104,-0.0479442349302221,-0.0479442349302221,-0.0479442349302221,-0.0479442349302221,-0.0479442349302221,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.0479442349302221,0.317630556412719,0.68320534775566,1.41435493044154,1.41435493044154,1.0487801390986,0.68320534775566,0.317630556412719,-0.413519026273163,-0.413519026273163,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.413519026273163,-0.0479442349302221,-0.0479442349302221,-0.0479442349302221,-0.0479442349302221,-0.413519026273163,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.413519026273163,-0.413519026273163,-0.413519026273163,-0.413519026273163,-0.0479442349302221,-0.0479442349302221,0.317630556412719,0.68320534775566,1.41435493044154,3.24222888715625,2.87665409581331,2.87665409581331,2.51107930447036,1.77992972178448,-0.0479442349302221,-0.0479442349302221,-0.413519026273163,-0.413519026273163,-0.413519026273163,-0.779093817616104,-0.779093817616104,-0.779093817616104,-0.779093817616104
ContDeg,LL,M22,1,8,6,-0.0776635872915456,0.353016305870669,0,nochange,1.32225676993436,-0.222909187268627,-0.531942378709225,-1.45904195303102,-1.22726705945057,-0.763717272289673,0.163382302032121,0.858706982773465,1.55403166351481,0.858706982773465,0.395157195612569,-0.0683925915483274,-1.45904195303102,-1.69081684661147,-1.45904195303102,-0.300167485128776,-0.0683925915483274,0.163382302032121,0.858706982773465,0.626932089193018,0.163382302032121,-0.0683925915483274,0.163382302032121,-0.0683925915483274,0.163382302032121,0.395157195612569,0.626932089193018,0.395157195612569,0.395157195612569,0.395157195612569,-0.300167485128776,-0.300167485128776,0.163382302032121,0.163382302032121,0.395157195612569,1.55403166351481,2.71290613141705,2.24935634425616,2.4811312378366,2.01758145067571,0.858706982773466,-0.531942378709225,-0.300167485128776,-1.22726705945057,-0.995492165870121,-0.531942378709224,-0.763717272289673,-0.995492165870121,-0.763717272289673,-0.531942378709224,-0.300167485128776,-0.300167485128776,-0.300167485128776,-0.0683925915483274,0.163382302032121,-0.0683925915483282,-0.0683925915483274,-0.0683925915483282,-0.531942378709224,-1.76807514447162,-2.15436663377236
ContDeg,LL,M22,2,8,6,-0.134612249103766,0.611873859562587,1,increase,1.51561006860175,1.51561006860175,1.51561006860175,1.01855515363021,1.01855515363021,0.52150023865867,0.024445323687128,0.52150023865867,1.01855515363021,0.52150023865867,-0.472609591284415,1.01855515363021,0.52150023865867,-0.472609591284414,0.0244453236871272,0.52150023865867,0.0244453236871272,-0.472609591284414,-0.472609591284414,-0.472609591284414,-0.969664506255958,-0.969664506255958,-1.4667194212275,1.51561006860175,1.01855515363021,1.51561006860175,1.01855515363021,2.0126649835733,0.52150023865867,1.01855515363021,1.01855515363021,0.0244453236871272,0.0244453236871272,-0.969664506255958,0.52150023865867,0.024445323687128,0.024445323687128,0.024445323687128,1.01855515363021,-0.472609591284414,0.024445323687128,0.52150023865867,-0.472609591284414,-1.96377433619904,-1.96377433619904,-0.969664506255958,-1.4667194212275,-0.969664506255958,-0.472609591284414,-0.969664506255958,-1.96377433619904,-0.969664506255958,-0.969664506255958,-1.4667194212275,-0.472609591284414,-0.969664506255958,-0.969664506255958,0.0244453236871272,0.52150023865867,1.51561006860175,-0.969664506255958
ContDeg,LL,M22,3,8,6,0.058325970163282,-0.265118046196734,0,nochange,5.07224195974413,2.13669395647665,1.54958435582316,0.962474755169664,0.375365154516169,0.375365154516169,-0.211744446137326,-0.211744446137326,-0.211744446137326,1.54958435582316,1.54958435582316,1.54958435582316,1.54958435582316,0.962474755169664,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,0.375365154516169,0.375365154516169,0.375365154516169,0.375365154516169,0.375365154516169,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.211744446137326,-0.211744446137326,-0.211744446137326,-0.211744446137326,0.375365154516169,-0.211744446137326,-0.211744446137326,-0.211744446137326,-0.211744446137326,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.211744446137326,-0.211744446137326,-0.211744446137326,-0.211744446137326,0.375365154516169,-0.211744446137326,-0.211744446137326,0.375365154516169,0.375365154516169,-0.211744446137326,-0.211744446137326,-0.211744446137326,-0.798854046790821,-0.798854046790821,-0.798854046790821,-0.798854046790821
ContDeg,LL,M22,4,8,6,-0.167851547010794,0.762961577321796,1,increase,-0.507446708016198,-0.131788344072168,0.168738347083056,-0.28205168964978,-0.28205168964978,-0.507446708016198,-0.732841726382616,-1.40902678148187,-0.958236744749034,-1.85981681821471,-0.958236744749034,-0.28205168964978,-0.0566566712833616,-0.28205168964978,1.07031842054873,-0.0566566712833616,0.619528383815893,1.07031842054873,1.9718984940144,1.29571343891515,1.74650347564798,0.394133365449475,0.168738347083057,-0.0566566712833616,-0.732841726382615,-0.507446708016198,-0.28205168964978,0.168738347083057,0.168738347083056,1.52110845728157,0.844923402182311,1.52110845728157,1.52110845728156,1.07031842054873,0.619528383815893,1.74650347564798,1.29571343891515,0.619528383815893,0.844923402182311,1.07031842054873,0.394133365449475,0.168738347083057,-0.0566566712833609,-0.507446708016198,-1.18363176311545,-1.18363176311545,-1.18363176311545,-1.18363176311545,-0.732841726382616,-0.507446708016198,-0.958236744749034,-0.958236744749034,-0.958236744749034,-1.63442179984829,-2.08521183658112,-1.18363176311545,-0.507446708016197,-0.507446708016197,0.394133365449475,0.995186747759923,1.74650347564798
